OBJECTID,ADM0_NAME,DateOfDataEntry,cum_conf,NewCase,CENTER_LON,CENTER_LAT,ADM0_VIZ_NAME,GUID,Short_Name_ZH,Short_Name_FR,Short_Name_ES,Short_Name_RU,Short_Name_AR
4806,Slovenia,2020-03-13T00:00:00.000Z,57,0,14.82707444,46.12355026,Slovenia,a1f8bec8-8628-4e46-9c7e-238a386177b5,斯洛文尼亚,Slovénie,Eslovenia,Словения,سلوفينيا
4807,Slovenia,2020-03-14T00:00:00.000Z,141,84,14.82707444,46.12355026,Slovenia,a1f8bec8-8628-4e46-9c7e-238a386177b5,斯洛文尼亚,Slovénie,Eslovenia,Словения,سلوفينيا
4808,Slovenia,2020-03-15T00:00:00.000Z,141,0,14.82707444,46.12355026,Slovenia,a1f8bec8-8628-4e46-9c7e-238a386177b5,斯洛文尼亚,Slovénie,Eslovenia,Словения,سلوفينيا
4809,Slovenia,2020-03-16T00:00:00.000Z,219,78,14.82707444,46.12355026,Slovenia,a1f8bec8-8628-4e46-9c7e-238a386177b5,斯洛文尼亚,Slovénie,Eslovenia,Словения,سلوفينيا
4810,Slovenia,2020-03-17T00:00:00.000Z,253,34,14.82707444,46.12355026,Slovenia,a1f8bec8-8628-4e46-9c7e-238a386177b5,斯洛文尼亚,Slovénie,Eslovenia,Словения,سلوفينيا
4811,Slovenia,2020-03-18T00:00:00.000Z,275,22,14.82707444,46.12355026,Slovenia,a1f8bec8-8628-4e46-9c7e-238a386177b5,斯洛文尼亚,Slovénie,Eslovenia,Словения,سلوفينيا
4812,Slovenia,2020-03-19T00:00:00.000Z,286,11,14.82707444,46.12355026,Slovenia,a1f8bec8-8628-4e46-9c7e-238a386177b5,斯洛文尼亚,Slovénie,Eslovenia,Словения,سلوفينيا
4813,Slovenia,2020-03-20T00:00:00.000Z,319,33,14.82707444,46.12355026,Slovenia,a1f8bec8-8628-4e46-9c7e-238a386177b5,斯洛文尼亚,Slovénie,Eslovenia,Словения,سلوفينيا
4814,Slovenia,2020-03-21T00:00:00.000Z,341,22,14.82707444,46.12355026,Slovenia,a1f8bec8-8628-4e46-9c7e-238a386177b5,斯洛文尼亚,Slovénie,Eslovenia,Словения,سلوفينيا
4815,Slovenia,2020-03-22T00:00:00.000Z,383,42,14.82707444,46.12355026,Slovenia,a1f8bec8-8628-4e46-9c7e-238a386177b5,斯洛文尼亚,Slovénie,Eslovenia,Словения,سلوفينيا
4816,Slovenia,2020-03-23T00:00:00.000Z,414,31,14.82707444,46.12355026,Slovenia,a1f8bec8-8628-4e46-9c7e-238a386177b5,斯洛文尼亚,Slovénie,Eslovenia,Словения,سلوفينيا
4817,Slovenia,2020-03-24T00:00:00.000Z,442,28,14.82707444,46.12355026,Slovenia,a1f8bec8-8628-4e46-9c7e-238a386177b5,斯洛文尼亚,Slovénie,Eslovenia,Словения,سلوفينيا
4818,Slovenia,2020-03-25T00:00:00.000Z,480,38,14.82707444,46.12355026,Slovenia,a1f8bec8-8628-4e46-9c7e-238a386177b5,斯洛文尼亚,Slovénie,Eslovenia,Словения,سلوفينيا
4819,Slovenia,2020-03-26T00:00:00.000Z,528,48,14.82707444,46.12355026,Slovenia,a1f8bec8-8628-4e46-9c7e-238a386177b5,斯洛文尼亚,Slovénie,Eslovenia,Словения,سلوفينيا
4820,Slovenia,2020-03-27T00:00:00.000Z,577,49,14.82707444,46.12355026,Slovenia,a1f8bec8-8628-4e46-9c7e-238a386177b5,斯洛文尼亚,Slovénie,Eslovenia,Словения,سلوفينيا
4821,Slovenia,2020-03-28T00:00:00.000Z,632,55,14.82707444,46.12355026,Slovenia,a1f8bec8-8628-4e46-9c7e-238a386177b5,斯洛文尼亚,Slovénie,Eslovenia,Словения,سلوفينيا
4822,Slovenia,2020-03-29T00:00:00.000Z,691,59,14.82707444,46.12355026,Slovenia,a1f8bec8-8628-4e46-9c7e-238a386177b5,斯洛文尼亚,Slovénie,Eslovenia,Словения,سلوفينيا
4823,Slovenia,2020-03-30T00:00:00.000Z,730,39,14.82707444,46.12355026,Slovenia,a1f8bec8-8628-4e46-9c7e-238a386177b5,斯洛文尼亚,Slovénie,Eslovenia,Словения,سلوفينيا
4824,Slovenia,2020-03-31T00:00:00.000Z,763,33,14.82707444,46.12355026,Slovenia,a1f8bec8-8628-4e46-9c7e-238a386177b5,斯洛文尼亚,Slovénie,Eslovenia,Словения,سلوفينيا
4825,Slovenia,2020-04-01T00:00:00.000Z,814,51,14.82707444,46.12355026,Slovenia,a1f8bec8-8628-4e46-9c7e-238a386177b5,斯洛文尼亚,Slovénie,Eslovenia,Словения,سلوفينيا
4826,Somalia,2020-03-17T00:00:00.000Z,1,1,45.86255927,6.0637135,Somalia,b5ff48b9-7282-445c-8cd2-befce4e0bda7,索马里,Somalie,Somalia,Сомали,الصومال
4827,Somalia,2020-03-18T00:00:00.000Z,1,0,45.86255927,6.0637135,Somalia,b5ff48b9-7282-445c-8cd2-befce4e0bda7,索马里,Somalie,Somalia,Сомали,الصومال
4828,Somalia,2020-03-19T00:00:00.000Z,1,0,45.86255927,6.0637135,Somalia,b5ff48b9-7282-445c-8cd2-befce4e0bda7,索马里,Somalie,Somalia,Сомали,الصومال
4829,Somalia,2020-03-20T00:00:00.000Z,1,0,45.86255927,6.0637135,Somalia,b5ff48b9-7282-445c-8cd2-befce4e0bda7,索马里,Somalie,Somalia,Сомали,الصومال
4830,Somalia,2020-03-21T00:00:00.000Z,1,0,45.86255927,6.0637135,Somalia,b5ff48b9-7282-445c-8cd2-befce4e0bda7,索马里,Somalie,Somalia,Сомали,الصومال
4831,Somalia,2020-03-22T00:00:00.000Z,1,0,45.86255927,6.0637135,Somalia,b5ff48b9-7282-445c-8cd2-befce4e0bda7,索马里,Somalie,Somalia,Сомали,الصومال
4832,Somalia,2020-03-23T00:00:00.000Z,1,0,45.86255927,6.0637135,Somalia,b5ff48b9-7282-445c-8cd2-befce4e0bda7,索马里,Somalie,Somalia,Сомали,الصومال
4833,Somalia,2020-03-24T00:00:00.000Z,1,0,45.86255927,6.0637135,Somalia,b5ff48b9-7282-445c-8cd2-befce4e0bda7,索马里,Somalie,Somalia,Сомали,الصومال
4834,Somalia,2020-03-25T00:00:00.000Z,1,0,45.86255927,6.0637135,Somalia,b5ff48b9-7282-445c-8cd2-befce4e0bda7,索马里,Somalie,Somalia,Сомали,الصومال
4835,Somalia,2020-03-26T00:00:00.000Z,2,1,45.86255927,6.0637135,Somalia,b5ff48b9-7282-445c-8cd2-befce4e0bda7,索马里,Somalie,Somalia,Сомали,الصومال
4836,Somalia,2020-03-27T00:00:00.000Z,3,1,45.86255927,6.0637135,Somalia,b5ff48b9-7282-445c-8cd2-befce4e0bda7,索马里,Somalie,Somalia,Сомали,الصومال
4837,Somalia,2020-03-28T00:00:00.000Z,3,0,45.86255927,6.0637135,Somalia,b5ff48b9-7282-445c-8cd2-befce4e0bda7,索马里,Somalie,Somalia,Сомали,الصومال
4838,Somalia,2020-03-29T00:00:00.000Z,3,0,45.86255927,6.0637135,Somalia,b5ff48b9-7282-445c-8cd2-befce4e0bda7,索马里,Somalie,Somalia,Сомали,الصومال
4839,Somalia,2020-03-30T00:00:00.000Z,3,0,45.86255927,6.0637135,Somalia,b5ff48b9-7282-445c-8cd2-befce4e0bda7,索马里,Somalie,Somalia,Сомали,الصومال
4840,Somalia,2020-03-31T00:00:00.000Z,3,0,45.86255927,6.0637135,Somalia,b5ff48b9-7282-445c-8cd2-befce4e0bda7,索马里,Somalie,Somalia,Сомали,الصومال
4841,Somalia,2020-04-01T00:00:00.000Z,5,2,45.86255927,6.0637135,Somalia,b5ff48b9-7282-445c-8cd2-befce4e0bda7,索马里,Somalie,Somalia,Сомали,الصومال
4842,South Africa,2020-03-06T00:00:00.000Z,1,1,25.08871199,-28.99321352,South Africa,36a8fa2c-5b69-47e3-bac8-dc657e44de43,南非,Afrique du Sud,Sudáfrica,Южная Африка,جنوب أفريقيا
4843,South Africa,2020-03-07T00:00:00.000Z,1,0,25.08871199,-28.99321352,South Africa,36a8fa2c-5b69-47e3-bac8-dc657e44de43,南非,Afrique du Sud,Sudáfrica,Южная Африка,جنوب أفريقيا
4844,South Africa,2020-03-08T00:00:00.000Z,2,1,25.08871199,-28.99321352,South Africa,36a8fa2c-5b69-47e3-bac8-dc657e44de43,南非,Afrique du Sud,Sudáfrica,Южная Африка,جنوب أفريقيا
4845,South Africa,2020-03-09T00:00:00.000Z,3,1,25.08871199,-28.99321352,South Africa,36a8fa2c-5b69-47e3-bac8-dc657e44de43,南非,Afrique du Sud,Sudáfrica,Южная Африка,جنوب أفريقيا
4846,South Africa,2020-03-10T00:00:00.000Z,7,4,25.08871199,-28.99321352,South Africa,36a8fa2c-5b69-47e3-bac8-dc657e44de43,南非,Afrique du Sud,Sudáfrica,Южная Африка,جنوب أفريقيا
4847,South Africa,2020-03-11T00:00:00.000Z,7,0,25.08871199,-28.99321352,South Africa,36a8fa2c-5b69-47e3-bac8-dc657e44de43,南非,Afrique du Sud,Sudáfrica,Южная Африка,جنوب أفريقيا
4848,South Africa,2020-03-12T00:00:00.000Z,17,10,25.08871199,-28.99321352,South Africa,36a8fa2c-5b69-47e3-bac8-dc657e44de43,南非,Afrique du Sud,Sudáfrica,Южная Африка,جنوب أفريقيا
4849,South Africa,2020-03-13T00:00:00.000Z,11,0,25.08871199,-28.99321352,South Africa,36a8fa2c-5b69-47e3-bac8-dc657e44de43,南非,Afrique du Sud,Sudáfrica,Южная Африка,جنوب أفريقيا
4850,South Africa,2020-03-14T00:00:00.000Z,11,0,25.08871199,-28.99321352,South Africa,36a8fa2c-5b69-47e3-bac8-dc657e44de43,南非,Afrique du Sud,Sudáfrica,Южная Африка,جنوب أفريقيا
4851,South Africa,2020-03-15T00:00:00.000Z,38,27,25.08871199,-28.99321352,South Africa,36a8fa2c-5b69-47e3-bac8-dc657e44de43,南非,Afrique du Sud,Sudáfrica,Южная Африка,جنوب أفريقيا
4852,South Africa,2020-03-16T00:00:00.000Z,51,13,25.08871199,-28.99321352,South Africa,36a8fa2c-5b69-47e3-bac8-dc657e44de43,南非,Afrique du Sud,Sudáfrica,Южная Африка,جنوب أفريقيا
4853,South Africa,2020-03-17T00:00:00.000Z,62,11,25.08871199,-28.99321352,South Africa,36a8fa2c-5b69-47e3-bac8-dc657e44de43,南非,Afrique du Sud,Sudáfrica,Южная Африка,جنوب أفريقيا
4854,South Africa,2020-03-18T00:00:00.000Z,85,23,25.08871199,-28.99321352,South Africa,36a8fa2c-5b69-47e3-bac8-dc657e44de43,南非,Afrique du Sud,Sudáfrica,Южная Африка,جنوب أفريقيا
4855,South Africa,2020-03-19T00:00:00.000Z,116,31,25.08871199,-28.99321352,South Africa,36a8fa2c-5b69-47e3-bac8-dc657e44de43,南非,Afrique du Sud,Sudáfrica,Южная Африка,جنوب أفريقيا
4856,South Africa,2020-03-20T00:00:00.000Z,150,34,25.08871199,-28.99321352,South Africa,36a8fa2c-5b69-47e3-bac8-dc657e44de43,南非,Afrique du Sud,Sudáfrica,Южная Африка,جنوب أفريقيا
4857,South Africa,2020-03-21T00:00:00.000Z,205,55,25.08871199,-28.99321352,South Africa,36a8fa2c-5b69-47e3-bac8-dc657e44de43,南非,Afrique du Sud,Sudáfrica,Южная Африка,جنوب أفريقيا
4858,South Africa,2020-03-22T00:00:00.000Z,240,35,25.08871199,-28.99321352,South Africa,36a8fa2c-5b69-47e3-bac8-dc657e44de43,南非,Afrique du Sud,Sudáfrica,Южная Африка,جنوب أفريقيا
4859,South Africa,2020-03-23T00:00:00.000Z,274,34,25.08871199,-28.99321352,South Africa,36a8fa2c-5b69-47e3-bac8-dc657e44de43,南非,Afrique du Sud,Sudáfrica,Южная Африка,جنوب أفريقيا
4860,South Africa,2020-03-24T00:00:00.000Z,402,128,25.08871199,-28.99321352,South Africa,36a8fa2c-5b69-47e3-bac8-dc657e44de43,南非,Afrique du Sud,Sudáfrica,Южная Африка,جنوب أفريقيا
4861,South Africa,2020-03-25T00:00:00.000Z,554,152,25.08871199,-28.99321352,South Africa,36a8fa2c-5b69-47e3-bac8-dc657e44de43,南非,Afrique du Sud,Sudáfrica,Южная Африка,جنوب أفريقيا
4862,South Africa,2020-03-26T00:00:00.000Z,709,155,25.08871199,-28.99321352,South Africa,36a8fa2c-5b69-47e3-bac8-dc657e44de43,南非,Afrique du Sud,Sudáfrica,Южная Африка,جنوب أفريقيا
4863,South Africa,2020-03-27T00:00:00.000Z,927,218,25.08871199,-28.99321352,South Africa,36a8fa2c-5b69-47e3-bac8-dc657e44de43,南非,Afrique du Sud,Sudáfrica,Южная Африка,جنوب أفريقيا
4864,South Africa,2020-03-28T00:00:00.000Z,1170,243,25.08871199,-28.99321352,South Africa,36a8fa2c-5b69-47e3-bac8-dc657e44de43,南非,Afrique du Sud,Sudáfrica,Южная Африка,جنوب أفريقيا
4865,South Africa,2020-03-29T00:00:00.000Z,1187,17,25.08871199,-28.99321352,South Africa,36a8fa2c-5b69-47e3-bac8-dc657e44de43,南非,Afrique du Sud,Sudáfrica,Южная Африка,جنوب أفريقيا
4866,South Africa,2020-03-30T00:00:00.000Z,1280,93,25.08871199,-28.99321352,South Africa,36a8fa2c-5b69-47e3-bac8-dc657e44de43,南非,Afrique du Sud,Sudáfrica,Южная Африка,جنوب أفريقيا
4867,South Africa,2020-03-31T00:00:00.000Z,1326,46,25.08871199,-28.99321352,South Africa,36a8fa2c-5b69-47e3-bac8-dc657e44de43,南非,Afrique du Sud,Sudáfrica,Южная Африка,جنوب أفريقيا
4868,South Africa,2020-04-01T00:00:00.000Z,1353,27,25.08871199,-28.99321352,South Africa,36a8fa2c-5b69-47e3-bac8-dc657e44de43,南非,Afrique du Sud,Sudáfrica,Южная Африка,جنوب أفريقيا
4869,Spain,2020-01-31T00:00:00.000Z,1,1,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4870,Spain,2020-02-01T00:00:00.000Z,1,0,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4871,Spain,2020-02-02T00:00:00.000Z,1,0,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4872,Spain,2020-02-03T00:00:00.000Z,1,0,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4873,Spain,2020-02-04T00:00:00.000Z,1,0,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4874,Spain,2020-02-05T00:00:00.000Z,1,0,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4875,Spain,2020-02-06T00:00:00.000Z,1,0,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4876,Spain,2020-02-07T00:00:00.000Z,1,0,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4877,Spain,2020-02-08T00:00:00.000Z,1,0,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4878,Spain,2020-02-09T00:00:00.000Z,1,0,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4879,Spain,2020-02-10T00:00:00.000Z,2,1,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4880,Spain,2020-02-11T00:00:00.000Z,2,0,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4881,Spain,2020-02-12T00:00:00.000Z,2,0,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4882,Spain,2020-02-13T00:00:00.000Z,2,0,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4883,Spain,2020-02-14T00:00:00.000Z,2,0,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4884,Spain,2020-02-15T00:00:00.000Z,2,0,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4885,Spain,2020-02-16T00:00:00.000Z,2,0,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4886,Spain,2020-02-17T00:00:00.000Z,2,0,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4887,Spain,2020-02-18T00:00:00.000Z,2,0,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4888,Spain,2020-02-19T00:00:00.000Z,2,0,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4889,Spain,2020-02-20T00:00:00.000Z,2,0,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4890,Spain,2020-02-21T00:00:00.000Z,2,0,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4891,Spain,2020-02-22T00:00:00.000Z,2,0,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4892,Spain,2020-02-23T00:00:00.000Z,2,0,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4893,Spain,2020-02-24T00:00:00.000Z,2,0,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4894,Spain,2020-02-25T00:00:00.000Z,2,0,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4895,Spain,2020-02-26T00:00:00.000Z,2,0,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4896,Spain,2020-02-27T00:00:00.000Z,12,10,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4897,Spain,2020-02-28T00:00:00.000Z,25,13,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4898,Spain,2020-02-29T00:00:00.000Z,32,7,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4899,Spain,2020-03-01T00:00:00.000Z,45,13,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4900,Spain,2020-03-02T00:00:00.000Z,45,0,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4901,Spain,2020-03-03T00:00:00.000Z,114,69,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4902,Spain,2020-03-04T00:00:00.000Z,151,37,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4903,Spain,2020-03-05T00:00:00.000Z,198,47,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4904,Spain,2020-03-06T00:00:00.000Z,257,59,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4905,Spain,2020-03-07T00:00:00.000Z,374,117,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4906,Spain,2020-03-08T00:00:00.000Z,430,56,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4907,Spain,2020-03-09T00:00:00.000Z,589,159,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4908,Spain,2020-03-10T00:00:00.000Z,1024,435,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4909,Spain,2020-03-11T00:00:00.000Z,1639,615,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4910,Spain,2020-03-12T00:00:00.000Z,2140,501,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4911,Spain,2020-03-13T00:00:00.000Z,2965,825,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4912,Spain,2020-03-14T00:00:00.000Z,4231,1266,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4913,Spain,2020-03-15T00:00:00.000Z,5753,1522,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4914,Spain,2020-03-16T00:00:00.000Z,7753,2000,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4915,Spain,2020-03-17T00:00:00.000Z,9191,1438,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4916,Spain,2020-03-18T00:00:00.000Z,11178,1987,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4917,Spain,2020-03-19T00:00:00.000Z,13716,2538,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4918,Spain,2020-03-20T00:00:00.000Z,17147,3431,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4919,Spain,2020-03-21T00:00:00.000Z,19980,2833,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4920,Spain,2020-03-22T00:00:00.000Z,24926,4946,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4921,Spain,2020-03-23T00:00:00.000Z,28572,3646,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4922,Spain,2020-03-24T00:00:00.000Z,33089,4517,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4923,Spain,2020-03-25T00:00:00.000Z,39673,6584,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4924,Spain,2020-03-26T00:00:00.000Z,47610,7937,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4925,Spain,2020-03-27T00:00:00.000Z,56188,8578,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4926,Spain,2020-03-28T00:00:00.000Z,64059,7871,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4927,Spain,2020-03-29T00:00:00.000Z,72248,8189,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4928,Spain,2020-03-30T00:00:00.000Z,78797,6549,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4929,Spain,2020-03-31T00:00:00.000Z,85195,6398,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4930,Spain,2020-04-01T00:00:00.000Z,94417,9222,-3.64931118,40.22749596,Spain,a2915e2f-0d93-4ee6-8e41-1fa268228580,西班牙,Espagne,España,Испания,إسبانيا
4931,Sri Lanka,2020-01-27T00:00:00.000Z,1,1,80.70426262,7.61236243,Sri Lanka,12d0a30e-4c87-4a62-b124-c751e10cacac,斯里兰卡,Sri Lanka,Sri Lanka,Шри-Ланка,سري لانكا
4932,Sri Lanka,2020-01-28T00:00:00.000Z,1,0,80.70426262,7.61236243,Sri Lanka,12d0a30e-4c87-4a62-b124-c751e10cacac,斯里兰卡,Sri Lanka,Sri Lanka,Шри-Ланка,سري لانكا
4933,Sri Lanka,2020-01-29T00:00:00.000Z,1,0,80.70426262,7.61236243,Sri Lanka,12d0a30e-4c87-4a62-b124-c751e10cacac,斯里兰卡,Sri Lanka,Sri Lanka,Шри-Ланка,سري لانكا
4934,Sri Lanka,2020-01-30T00:00:00.000Z,1,0,80.70426262,7.61236243,Sri Lanka,12d0a30e-4c87-4a62-b124-c751e10cacac,斯里兰卡,Sri Lanka,Sri Lanka,Шри-Ланка,سري لانكا
4935,Sri Lanka,2020-01-31T00:00:00.000Z,1,0,80.70426262,7.61236243,Sri Lanka,12d0a30e-4c87-4a62-b124-c751e10cacac,斯里兰卡,Sri Lanka,Sri Lanka,Шри-Ланка,سري لانكا
4936,Sri Lanka,2020-02-01T00:00:00.000Z,1,0,80.70426262,7.61236243,Sri Lanka,12d0a30e-4c87-4a62-b124-c751e10cacac,斯里兰卡,Sri Lanka,Sri Lanka,Шри-Ланка,سري لانكا
4937,Sri Lanka,2020-02-02T00:00:00.000Z,1,0,80.70426262,7.61236243,Sri Lanka,12d0a30e-4c87-4a62-b124-c751e10cacac,斯里兰卡,Sri Lanka,Sri Lanka,Шри-Ланка,سري لانكا
4938,Sri Lanka,2020-02-03T00:00:00.000Z,1,0,80.70426262,7.61236243,Sri Lanka,12d0a30e-4c87-4a62-b124-c751e10cacac,斯里兰卡,Sri Lanka,Sri Lanka,Шри-Ланка,سري لانكا
4939,Sri Lanka,2020-02-04T00:00:00.000Z,1,0,80.70426262,7.61236243,Sri Lanka,12d0a30e-4c87-4a62-b124-c751e10cacac,斯里兰卡,Sri Lanka,Sri Lanka,Шри-Ланка,سري لانكا
